alert_type,is_critical,vbt,vct,vmt,vbv,vbc,soc,speed
Deep Discharge Warning,1,61.95,73.92,73.03,48.34,-40.49,15.82,23.03
OverSpeed,0,28.53,33.91,34.87,73.17,-24.09,77.16,35.01
Deep Discharge Warning,1,32.59,42.27,52.62,47.25,-27.7,3.79,34.56
Harsh Braking,0,30.37,40.37,42.09,65.22,-12.06,43.68,25.96
Deep Discharge Warning,1,38.17,54.32,67.66,46.48,-33.25,9.11,9.2
Harsh Cornering,0,30.1,36.31,45.36,77.47,-27.66,93.57,23.24
Harsh Braking,0,29.39,37.54,41.17,74.27,-13.82,78.83,23.42
Harsh Cornering,0,34.74,42.92,49.74,63.53,-28.52,40.23,15.56
Low SoC,1,51.07,61.84,82.83,51.03,-47.0,19.5,32.3
Harsh Braking,0,35.09,39.54,49.11,74.18,-7.99,79.79,45.08
Harsh Braking,0,35.08,40.36,46.54,64.32,-14.15,40.85,31.97
OverSpeed,0,35.07,38.52,49.95,75.66,-18.54,81.73,45.23
Deep Discharge Warning,1,40.82,53.83,55.38,46.63,-54.22,5.44,5.87
Harsh Acceleration,0,27.95,34.09,38.88,69.82,-17.98,66.7,15.22
OverSpeed,0,32.36,34.97,45.93,69.35,-28.07,63.99,26.28
Harsh Acceleration,0,29.19,40.07,40.85,71.13,-15.42,66.59,28.04
Deep Discharge Warning,1,44.02,56.46,73.03,47.37,-60.77,10.2,66.46
OverSpeed,0,32.47,39.63,51.81,77.74,-16.13,93.25,22.6
Harsh Braking,0,24.77,31.57,35.77,78.8,-6.63,94.82,21.79
Deep Discharge Warning,1,41.04,61.7,73.76,45.07,-11.56,7.98,27.91
Harsh Acceleration,0,31.43,33.74,36.68,66.34,-23.56,52.51,43.24
Deep Discharge Warning,1,48.85,57.31,80.54,50.19,-52.4,18.43,98.88
Deep Discharge Warning,1,61.57,69.36,86.6,50.56,-52.69,21.51,6.21
Deep Discharge Warning,1,30.45,42.24,57.38,46.05,-70.61,7.68,13.65
Low SoC,1,50.41,67.54,72.25,50.89,-43.1,16.27,7.85
Deep Discharge Warning,1,45.25,54.21,71.98,45.56,-72.55,10.93,11.23
Harsh Cornering,0,29.98,35.46,42.12,77.64,-13.67,85.86,6.71
Harsh Acceleration,0,20.46,22.1,29.82,76.13,-5.71,87.28,54.55
Low SoC,1,59.43,73.04,86.62,48.64,-62.51,9.6,5.48
Thermal Overheat Surge,1,53.44,59.81,90.93,47.94,-41.02,7.32,26.84
Harsh Braking,0,35.54,45.0,53.68,75.07,-3.4,78.85,26.87
Deep Discharge Warning,1,42.76,48.53,62.95,48.22,-33.26,14.66,7.73
Low SoC,1,47.93,56.83,77.13,46.15,-67.88,0.82,7.6
Low SoC,1,53.25,70.69,79.81,47.13,-33.09,16.3,3.49
OverSpeed,0,28.38,37.48,35.87,73.84,-3.22,81.32,31.99
Battery Under Voltage,1,45.92,53.74,72.42,47.01,-31.94,1.63,5.03
Battery Under Voltage,1,35.57,54.42,56.0,47.01,-53.15,3.15,2.39
Consecutive Fast Charging,1,30.84,42.25,37.47,47.07,-44.12,14.46,2.3
Harsh Cornering,0,27.48,34.57,36.32,68.17,-19.4,57.06,23.95
Battery Under Voltage,1,49.95,67.42,68.18,48.28,-57.88,11.72,18.98
Battery Under Voltage,1,53.52,64.39,77.13,45.16,-73.59,9.04,7.39
Harsh Acceleration,0,23.35,27.42,30.34,68.42,-3.36,55.29,10.07
Harsh Braking,0,28.26,31.35,40.74,73.85,-25.08,76.43,18.86
Harsh Acceleration,0,36.39,40.47,55.62,73.91,-23.93,81.76,50.37
Harsh Cornering,0,28.9,33.54,45.03,73.46,-4.93,73.64,40.47
Harsh Braking,0,33.64,38.52,40.19,73.92,-16.13,76.65,21.78
Low SoC,1,43.78,48.63,63.56,43.97,-63.37,5.26,34.38
Harsh Acceleration,0,24.92,30.13,31.85,65.09,-7.54,48.73,37.71
Low SoC,1,47.01,61.21,62.09,47.45,-15.72,12.16,46.21
Harsh Cornering,0,28.19,31.86,42.6,73.67,-29.42,81.05,15.82
Harsh Acceleration,0,21.56,30.16,37.97,69.92,-14.27,65.27,49.33
Deep Discharge Warning,1,44.73,52.21,71.03,45.92,-45.53,7.3,16.97
Low SoC,1,35.37,45.71,56.22,46.68,-35.56,3.0,0.7
Low SoC,1,51.59,61.01,76.71,43.87,-64.79,0.78,1.11
Low SoC,1,49.03,64.38,71.63,47.18,-78.9,2.19,0.14
Harsh Braking,0,31.16,33.12,48.41,67.16,-39.27,53.64,44.88
Low SoC,1,44.09,56.74,75.19,47.29,-39.06,6.67,24.68
Harsh Acceleration,0,29.17,34.12,35.38,68.19,-24.78,55.33,22.19
OverSpeed,0,29.58,35.62,41.84,75.44,-23.8,85.2,31.69
Deep Discharge Warning,1,50.82,60.21,70.4,44.93,-28.84,4.13,2.52
Harsh Braking,0,30.66,35.18,43.28,69.6,-13.55,59.96,30.81
Harsh Braking,0,25.34,36.31,31.17,68.56,-5.3,53.85,18.39
OverSpeed,0,30.17,40.28,37.78,69.88,-30.68,62.46,16.76
Harsh Acceleration,0,33.2,37.65,40.39,70.74,-9.55,66.2,35.6
Low SoC,1,50.58,59.9,74.64,46.05,-62.2,2.61,5.58
Low SoC,1,38.73,47.48,51.59,45.35,-44.2,2.5,14.5
OverSpeed,0,32.18,36.05,39.22,70.69,-12.14,67.11,40.75
Battery Under Voltage,1,41.42,52.36,73.86,46.96,-25.37,8.62,0.77
Deep Discharge Warning,1,53.89,68.58,68.29,46.34,-35.07,5.87,3.53
Deep Discharge Warning,1,50.36,56.09,79.06,47.63,-37.53,4.99,19.35
Deep Discharge Warning,1,35.36,46.45,66.59,48.08,-68.99,14.83,9.59
Harsh Braking,0,30.88,37.58,35.97,67.88,-17.26,63.19,37.48
Harsh Acceleration,0,24.78,31.47,35.3,76.37,-4.86,85.02,44.48
Deep Discharge Warning,1,38.8,52.85,61.08,46.78,-35.83,9.69,6.55
Harsh Acceleration,0,30.77,38.01,32.37,68.98,-21.48,57.36,12.09
Low SoC,1,59.59,72.88,93.61,47.54,-41.87,3.33,42.19
Low SoC,1,42.98,48.53,67.73,44.46,-37.97,4.39,20.55
Harsh Acceleration,0,31.04,39.96,40.41,77.83,-10.39,93.12,29.0
Harsh Acceleration,0,33.89,43.27,48.03,71.62,-31.06,70.37,9.77
OverSpeed,0,26.63,28.3,38.91,72.93,0.91,78.0,14.88
OverSpeed,0,30.83,35.89,36.18,63.9,-20.39,47.63,45.76
Low SoC,1,46.17,58.36,70.38,45.44,-65.31,6.44,2.02
Low SoC,1,37.38,53.52,65.23,43.39,-34.24,4.59,35.71
Deep Discharge Warning,1,45.81,55.7,69.35,45.65,-54.95,3.38,4.34
Low SoC,1,25.53,34.3,50.21,44.97,-46.42,4.38,40.14
Deep Discharge Warning,1,52.75,67.01,90.0,52.37,-53.18,27.59,72.77
Deep Discharge Warning,1,30.04,41.14,42.2,46.14,-55.12,8.17,8.65
Deep Discharge Warning,1,36.21,46.23,72.67,44.77,-63.01,1.53,25.51
OverSpeed,0,38.05,40.59,48.03,69.07,-15.47,62.06,33.36
Consecutive Fast Charging,1,45.9,64.09,70.67,42.99,-32.34,4.87,6.04
Battery Under Voltage,1,50.93,67.15,59.58,47.17,-38.55,9.43,21.46
Deep Discharge Warning,1,64.47,76.47,85.27,47.4,-15.62,16.54,54.5
Deep Discharge Warning,1,32.09,40.3,71.71,45.42,-19.44,5.17,0.36
Battery Under Voltage,1,43.57,55.96,61.53,48.11,-21.86,8.44,17.92
Harsh Braking,0,37.13,40.27,44.85,73.71,-0.32,78.13,46.57
Harsh Braking,0,26.78,30.77,45.76,70.1,-9.88,58.16,28.28
Harsh Acceleration,0,25.47,27.71,36.95,76.05,-18.85,90.39,27.7
Thermal Overheat Surge,1,39.95,54.35,54.3,45.49,-42.47,6.21,7.25
Low SoC,1,27.25,40.55,65.62,46.75,-55.12,8.1,31.38
Harsh Braking,0,29.73,33.25,39.48,70.55,-13.57,64.98,24.2
Harsh Acceleration,0,29.06,35.62,44.61,64.67,-31.6,42.58,30.11
Harsh Cornering,0,33.37,40.27,54.33,76.85,-21.84,90.46,18.26
Consecutive Fast Charging,1,55.75,70.22,89.09,46.98,-40.62,0.87,3.77
Battery Under Voltage,1,52.03,59.39,71.76,49.1,-38.59,15.49,12.85
Thermal Overheat Surge,1,49.93,70.22,85.11,44.69,-14.38,0.58,13.02
Thermal Overheat Surge,1,25.26,34.75,47.26,46.77,-43.39,11.44,89.45
Harsh Braking,0,36.09,41.84,53.43,70.52,-19.27,63.6,38.14
Battery Under Voltage,1,43.98,51.91,69.41,44.47,-43.75,4.0,35.57
Harsh Acceleration,0,30.22,32.73,38.5,67.56,-5.79,54.4,41.22
Harsh Braking,0,29.6,37.98,36.75,70.13,-14.54,65.6,36.47
Deep Discharge Warning,1,29.71,42.3,67.97,45.43,-47.77,14.68,19.31
Low SoC,1,53.14,65.58,77.95,50.13,-46.14,19.47,29.2
Harsh Braking,0,35.17,39.58,52.99,79.45,-19.1,97.24,44.26
Low SoC,1,49.03,59.02,79.65,46.69,-39.27,3.25,15.02
Harsh Braking,0,26.63,32.51,49.79,64.0,-6.1,41.27,39.05
Deep Discharge Warning,1,43.99,48.96,67.18,46.36,-49.15,3.24,4.06
Harsh Braking,0,29.87,34.07,46.3,66.46,-18.04,50.92,36.71
Harsh Acceleration,0,31.49,36.11,35.58,77.2,-16.56,89.83,23.76
Harsh Acceleration,0,33.95,36.81,43.58,79.01,-15.96,96.22,18.62
Low SoC,1,55.38,67.99,86.15,44.95,-27.16,1.9,2.19
Harsh Braking,0,32.02,40.79,38.82,78.52,-12.08,91.47,35.39
Battery Under Voltage,1,39.07,44.93,60.26,48.27,-46.32,17.61,31.56
Harsh Acceleration,0,29.46,33.05,34.47,70.73,-16.96,70.95,8.6
Harsh Braking,0,30.27,36.26,43.05,74.22,-35.39,84.56,23.83
Deep Discharge Warning,1,47.63,54.65,88.32,48.78,-38.08,6.63,13.63
Consecutive Fast Charging,1,44.14,58.0,82.06,46.41,-44.7,5.01,8.63
Low SoC,1,37.36,46.52,53.43,45.46,-32.65,5.74,1.05
Battery Under Voltage,1,47.1,59.94,67.87,46.83,-38.57,14.94,0.05
Harsh Acceleration,0,26.34,32.37,35.37,74.42,-13.91,81.59,51.86
Battery Under Voltage,1,38.83,49.5,73.56,48.36,-49.52,16.16,44.2
Low SoC,1,44.07,60.57,78.04,46.3,-49.48,3.04,4.55
Harsh Acceleration,0,34.66,44.17,51.85,64.78,-21.73,42.57,37.55
Battery Under Voltage,1,39.28,49.14,64.78,47.16,-61.44,10.7,58.02
Thermal Overheat Surge,1,47.22,62.62,84.03,46.67,-78.32,7.35,6.09
Deep Discharge Warning,1,57.75,68.81,83.62,51.68,-44.96,20.99,38.28
OverSpeed,0,29.92,36.66,49.51,76.54,8.9,86.36,35.51
Low SoC,1,45.51,59.05,74.44,45.3,-21.17,5.25,3.37
Harsh Braking,0,33.71,41.56,29.73,74.98,-14.07,86.6,31.77
Battery Under Voltage,1,47.4,59.07,76.16,45.41,-42.52,3.05,8.38
Harsh Braking,0,23.16,30.38,34.96,63.95,-9.17,41.65,49.52
OverSpeed,0,24.13,32.9,38.87,75.08,-15.18,84.02,20.22
Consecutive Fast Charging,1,46.88,55.89,72.21,45.87,-61.57,2.83,18.59
Consecutive Fast Charging,1,40.56,50.52,68.04,46.75,-28.92,7.97,1.56
Low SoC,1,51.85,66.98,68.89,45.67,-42.44,4.81,2.25
Deep Discharge Warning,1,44.62,51.92,76.97,48.16,-64.14,7.66,38.89
Harsh Braking,0,28.75,33.13,49.97,64.05,-6.32,44.09,26.08
Harsh Braking,0,30.87,36.78,47.11,67.35,-31.56,49.16,25.62
Low SoC,1,39.78,59.32,70.24,45.24,-36.89,9.24,2.95
Harsh Acceleration,0,31.94,39.2,44.71,76.28,-2.17,79.51,34.58
Harsh Braking,0,22.84,27.6,37.32,72.26,2.78,74.37,36.95
Harsh Braking,0,30.86,35.72,43.93,77.38,-11.67,92.67,5.2
Low SoC,1,46.3,64.21,54.08,48.49,-53.88,9.67,14.28
OverSpeed,0,30.96,34.03,49.91,68.1,-20.46,63.4,43.31
Harsh Acceleration,0,27.04,30.1,37.37,78.35,-24.32,94.72,33.14
Harsh Braking,0,28.3,34.62,38.49,76.08,6.18,89.33,52.72
Battery Under Voltage,1,47.48,66.37,69.54,48.5,-22.37,14.81,4.38
Low SoC,1,52.78,74.87,88.31,47.14,-60.32,1.11,8.3
OverSpeed,0,32.38,35.0,48.25,71.1,-13.12,72.17,24.05
Low SoC,1,34.75,50.2,39.16,46.61,-48.52,8.44,14.02
Harsh Braking,0,29.56,33.42,48.52,71.7,-36.14,68.01,33.07
Deep Discharge Warning,1,47.59,60.4,61.2,44.49,-63.29,2.59,8.55
Low SoC,1,47.59,63.37,73.11,49.02,-36.05,14.2,5.15
Low SoC,1,34.41,42.22,58.44,48.83,-29.52,14.33,4.5
Harsh Braking,0,29.34,35.45,37.38,66.59,-13.84,49.82,41.17
Harsh Braking,0,29.37,35.39,38.12,71.02,-33.17,66.74,38.0
Low SoC,1,51.73,65.54,66.13,46.24,-11.77,11.28,7.57
Harsh Braking,0,27.68,35.69,36.98,64.84,1.77,47.02,45.6
Harsh Braking,0,36.41,41.28,52.86,65.43,-39.38,51.02,29.51
Harsh Acceleration,0,24.12,28.95,45.83,69.16,-10.67,65.17,59.84
Harsh Braking,0,31.74,36.81,48.61,71.56,-28.62,72.48,58.18
Deep Discharge Warning,1,52.59,65.73,70.25,48.13,-37.83,17.31,14.25
Harsh Braking,0,25.33,30.65,39.94,77.41,-16.42,92.36,36.77
Harsh Braking,0,23.52,30.62,37.49,74.05,-16.9,80.49,36.26
Harsh Acceleration,0,27.48,37.28,41.33,68.6,-11.01,52.67,21.69
Harsh Acceleration,0,34.63,38.59,42.86,73.42,-21.74,73.85,38.99
Deep Discharge Warning,1,29.75,45.24,50.49,48.03,-27.43,5.12,5.66
Harsh Acceleration,0,30.58,34.6,32.59,65.26,-9.51,49.13,35.49
Harsh Braking,0,30.45,38.27,48.73,67.09,-9.27,50.76,42.79
Harsh Braking,0,29.32,31.28,36.06,76.12,-22.36,88.13,19.98
Deep Discharge Warning,1,34.43,44.3,53.17,45.92,-57.24,2.5,14.24
Deep Discharge Warning,1,50.23,67.2,77.7,46.34,-48.55,4.8,0.85
OverSpeed,0,32.68,36.51,40.1,72.78,-19.03,72.84,60.12
Harsh Acceleration,0,31.24,39.69,55.33,78.04,-3.4,97.62,34.18
OverSpeed,0,29.68,38.24,46.02,76.98,-17.76,89.67,42.65
Battery Under Voltage,1,44.5,54.76,71.13,43.82,-54.19,6.28,2.71
Deep Discharge Warning,1,36.8,51.83,64.78,44.34,-54.12,7.16,12.29
Harsh Braking,0,28.19,31.58,49.19,69.81,-25.72,68.16,37.76
Battery Under Voltage,1,41.69,55.43,68.66,45.09,-48.18,11.11,35.19
Low SoC,1,36.35,42.51,71.33,47.2,-27.14,14.49,1.2
Deep Discharge Warning,1,46.13,60.76,59.29,44.73,-44.9,5.21,5.83
Harsh Acceleration,0,29.32,35.85,45.96,73.47,-26.65,74.42,11.74
Harsh Cornering,0,31.06,36.44,52.86,74.59,-26.93,79.76,40.07
Harsh Cornering,0,23.44,30.6,42.98,73.77,-4.34,79.23,19.42
Harsh Acceleration,0,28.32,36.11,48.13,70.01,-11.38,63.21,21.99
Deep Discharge Warning,1,31.14,43.66,47.59,44.23,-29.5,14.97,30.45
Low SoC,1,46.81,56.35,89.46,48.23,-67.39,11.39,32.28
Harsh Acceleration,0,31.44,38.05,44.18,76.33,-25.57,85.43,29.94
OverSpeed,0,35.99,41.77,49.4,73.08,-20.51,78.28,39.11
Battery Under Voltage,1,46.99,59.16,60.13,45.21,-41.28,0.7,14.92
Harsh Acceleration,0,33.78,36.15,48.31,78.2,-13.01,90.01,49.99
Harsh Braking,0,26.19,29.03,31.57,66.99,-5.48,52.28,52.43
Harsh Acceleration,0,34.23,40.53,41.37,66.86,-14.23,49.47,21.68
Battery Under Voltage,1,53.89,68.01,79.0,45.97,-9.61,5.39,4.47
Deep Discharge Warning,1,46.91,59.31,68.4,46.02,-45.76,5.41,7.79
Low SoC,1,46.2,59.88,84.28,47.44,-45.21,1.08,30.4
Battery Under Voltage,1,39.51,48.64,81.42,48.26,-45.94,3.12,2.28
Harsh Braking,0,40.18,47.23,51.08,65.2,-18.03,50.23,28.48
Battery Under Voltage,1,36.13,47.76,60.44,47.32,-25.26,8.28,18.85
Harsh Acceleration,0,31.79,37.0,42.42,73.54,-30.67,82.31,32.58
Deep Discharge Warning,1,31.03,44.53,45.9,46.05,-16.62,2.12,7.77
Harsh Acceleration,0,23.46,27.64,38.64,64.82,-31.44,50.6,43.2
Harsh Braking,0,31.67,38.51,46.65,63.96,-18.05,44.35,41.09
Deep Discharge Warning,1,44.38,52.73,87.18,46.81,-55.65,9.68,12.54
Harsh Braking,0,31.36,43.18,42.86,68.77,-13.83,58.48,33.4
Harsh Acceleration,0,24.39,29.43,26.46,74.38,-21.04,88.86,17.87
Harsh Acceleration,0,33.15,39.14,37.28,77.69,-33.6,94.02,40.03
Deep Discharge Warning,1,39.17,54.58,66.81,42.64,-50.51,2.55,21.66
Low SoC,1,51.61,62.47,73.65,48.73,-67.55,13.72,3.01
Consecutive Fast Charging,1,49.62,67.89,72.89,43.97,-75.61,4.64,1.59
Harsh Acceleration,0,24.69,30.85,40.56,69.48,-30.48,65.48,8.48
Deep Discharge Warning,1,43.96,55.62,64.8,48.13,-72.55,6.42,45.28
Harsh Cornering,0,25.96,35.5,36.29,75.12,-28.2,87.38,29.05
Harsh Acceleration,0,26.7,32.55,27.96,63.94,-9.44,44.9,19.18
Harsh Cornering,0,26.64,34.42,34.28,72.75,-9.03,79.37,31.95
Low SoC,1,49.53,66.95,78.39,48.56,-51.26,15.52,38.45
Deep Discharge Warning,1,33.8,48.58,70.15,47.29,-66.35,3.58,3.75
Battery Under Voltage,1,47.39,61.47,85.72,45.06,-18.11,8.47,5.0
Harsh Cornering,0,33.68,39.62,44.01,73.19,-26.02,74.95,38.9
Deep Discharge Warning,1,53.2,68.92,76.33,44.4,-35.74,4.91,22.44
Harsh Braking,0,30.82,36.95,44.66,77.15,-0.7,84.61,38.75
Thermal Overheat Surge,1,43.68,57.62,62.18,46.52,-64.73,7.16,18.12
Deep Discharge Warning,1,45.38,55.82,63.28,45.54,-64.7,9.03,83.7
Low SoC,1,44.95,59.71,67.36,45.08,-32.78,2.56,2.34
Harsh Acceleration,0,37.39,42.07,45.3,72.07,-1.78,71.26,32.93
Harsh Braking,0,35.46,43.3,50.53,75.57,-17.93,80.89,44.15
Consecutive Fast Charging,1,39.75,54.27,78.77,46.19,-73.75,4.56,5.8
Harsh Braking,0,30.1,34.17,49.05,77.01,-8.54,89.01,24.19
Harsh Cornering,0,28.97,31.69,34.52,76.85,-24.8,95.2,30.37
Harsh Braking,0,37.85,45.59,52.23,63.77,-22.41,44.86,37.6
Harsh Braking,0,34.7,37.76,46.06,77.32,-18.21,90.41,44.12
Harsh Cornering,0,26.97,35.9,40.19,66.92,-17.43,51.36,40.82
OverSpeed,0,28.92,35.8,42.4,69.38,-9.87,57.26,14.12
Battery Under Voltage,1,43.98,57.42,69.04,48.66,-39.22,8.93,100.62
Harsh Acceleration,0,27.66,33.84,35.91,74.66,-16.08,76.87,19.33
Harsh Braking,0,33.06,37.44,50.3,76.71,-17.18,86.32,28.72
Harsh Cornering,0,24.96,30.71,41.95,72.26,-17.69,69.33,31.16
Battery Under Voltage,1,30.1,38.3,59.71,46.68,-42.98,0.29,2.58
Deep Discharge Warning,1,42.73,59.56,63.66,46.88,-70.74,10.82,1.0
Harsh Acceleration,0,30.77,39.66,38.75,76.93,2.52,90.17,6.83
Low SoC,1,37.61,52.5,61.86,45.76,-50.03,6.93,39.33
Harsh Acceleration,0,25.08,33.49,46.89,76.98,-21.78,88.03,19.88
Battery Under Voltage,1,33.25,43.67,56.28,48.6,-62.67,9.19,4.14
Harsh Cornering,0,32.04,38.08,41.49,66.28,-4.44,46.05,41.15
Harsh Braking,0,32.05,38.32,46.46,71.17,-14.36,65.69,26.75
Deep Discharge Warning,1,31.2,47.03,48.26,48.2,-22.06,8.06,22.21
Harsh Cornering,0,29.85,33.33,44.39,77.83,-15.76,90.46,32.65
Harsh Cornering,0,28.43,34.87,39.04,68.56,-28.4,52.82,39.47
Low SoC,1,47.21,53.55,70.46,44.11,-18.65,4.56,27.3
Battery Under Voltage,1,36.54,48.2,55.38,48.03,-49.2,11.89,4.09
Harsh Cornering,0,30.57,40.22,47.31,76.76,-44.37,86.77,42.88
Deep Discharge Warning,1,39.75,52.44,69.66,47.95,-47.91,12.88,23.02
Deep Discharge Warning,1,46.96,54.9,67.22,44.29,-35.93,5.21,19.43
Harsh Braking,0,24.95,29.84,36.18,75.97,-15.66,82.19,30.29
OverSpeed,0,37.0,45.63,48.57,62.52,-18.53,41.87,23.35
Consecutive Fast Charging,1,39.35,52.02,73.03,51.9,-26.65,21.9,40.13
Harsh Braking,0,32.18,36.91,49.12,63.66,-22.63,41.81,33.98
Deep Discharge Warning,1,50.91,52.23,69.69,49.56,-48.83,15.81,11.33
Thermal Overheat Surge,1,53.28,66.96,66.78,49.62,-51.37,12.79,25.6
OverSpeed,0,29.28,39.56,37.56,67.78,-12.28,58.36,14.27
Thermal Overheat Surge,1,47.69,64.13,71.76,47.63,-38.44,8.65,24.27
Battery Under Voltage,1,42.01,56.68,77.63,47.76,-45.52,5.23,1.75
Harsh Braking,0,32.11,38.84,37.54,70.64,-6.45,60.93,24.15
Deep Discharge Warning,1,54.69,63.18,81.65,43.96,-27.49,2.81,0.34
Harsh Braking,0,30.94,34.65,45.57,62.5,-18.54,40.01,13.89
Low SoC,1,45.93,59.45,61.8,47.7,-37.63,7.61,1.57
Deep Discharge Warning,1,44.96,56.4,87.18,45.87,-41.14,0.9,1.66
Harsh Braking,0,22.84,27.58,35.49,66.15,-17.84,50.59,37.68
Consecutive Fast Charging,1,47.6,58.11,83.5,47.15,-29.93,16.6,7.7
Battery Under Voltage,1,48.73,63.74,63.24,48.63,-49.43,12.82,16.21
Low SoC,1,53.39,67.51,89.57,49.14,-47.28,22.14,10.02
Harsh Braking,0,35.67,47.56,43.29,75.98,-4.12,88.24,40.14
Harsh Braking,0,30.28,36.76,44.04,68.21,-25.01,54.58,42.82
Harsh Acceleration,0,33.2,40.58,46.16,73.18,-3.77,72.66,21.33
Harsh Cornering,0,27.57,33.5,39.96,69.54,-15.41,64.11,19.88
Low SoC,1,42.59,49.58,57.53,46.53,-58.79,6.86,4.04
Harsh Braking,0,28.29,34.27,30.87,73.77,10.93,77.58,33.25
Harsh Acceleration,0,26.22,33.45,37.74,68.81,-13.43,59.99,35.9
Consecutive Fast Charging,1,42.81,52.85,80.37,46.95,-50.32,6.35,58.0
Low SoC,1,35.85,46.53,64.75,50.47,-32.58,21.09,8.96
Harsh Cornering,0,37.98,45.58,45.45,71.58,-16.92,70.88,36.92
OverSpeed,0,31.75,36.94,47.55,71.84,-19.06,71.83,26.88
Consecutive Fast Charging,1,46.66,63.69,80.4,48.92,-30.16,7.21,2.4
Harsh Cornering,0,35.64,44.18,57.67,64.01,3.35,43.7,30.06
Harsh Cornering,0,35.71,41.2,36.61,72.77,-9.1,73.1,27.72
Low SoC,1,35.76,47.78,59.15,47.23,-32.66,8.72,12.37
Deep Discharge Warning,1,49.23,54.96,92.79,48.14,-59.41,8.59,6.07
Harsh Braking,0,36.26,42.79,55.57,74.9,10.24,79.61,36.6
Battery Under Voltage,1,46.63,56.62,79.38,46.77,-39.56,2.78,16.6
Deep Discharge Warning,1,28.56,37.39,46.78,50.44,-29.08,16.73,26.78
OverSpeed,0,34.83,35.87,53.98,76.31,-7.66,89.57,29.95
Deep Discharge Warning,1,41.63,56.82,79.86,48.04,-36.04,17.01,3.12
Harsh Acceleration,0,24.46,30.85,32.56,71.7,-13.46,71.49,16.98
Low SoC,1,38.92,58.61,54.55,46.17,-39.19,6.09,3.8
Low SoC,1,39.3,48.0,64.84,45.83,-21.27,4.43,10.26
Harsh Acceleration,0,34.09,41.19,49.68,71.57,-20.36,72.73,20.63
OverSpeed,0,30.31,35.17,46.72,77.59,-10.41,91.84,39.74
Thermal Overheat Surge,1,43.41,57.26,76.49,45.88,-48.34,6.77,28.53
Harsh Acceleration,0,30.14,36.09,46.84,64.35,-15.38,48.79,23.78
Harsh Cornering,0,24.21,28.59,33.79,73.21,-20.24,79.43,15.71
Deep Discharge Warning,1,46.57,59.2,65.23,49.71,-60.3,16.56,1.56
Harsh Cornering,0,29.39,37.2,42.59,77.96,-9.73,95.13,39.23
Deep Discharge Warning,1,40.78,51.25,71.34,46.31,-30.05,8.92,13.96
OverSpeed,0,34.17,37.66,46.36,76.56,-22.99,90.19,23.97
Battery Under Voltage,1,53.29,68.78,75.13,46.37,-26.05,8.65,33.96
Harsh Braking,0,32.91,37.87,45.03,79.38,-11.26,94.89,45.18
Low SoC,1,28.05,34.79,61.97,45.98,-62.05,2.07,13.55
Battery Under Voltage,1,45.87,49.87,61.06,43.28,-58.03,7.4,8.49
Harsh Acceleration,0,31.74,39.33,35.77,72.12,-3.4,71.95,28.16
Low SoC,1,42.27,60.43,67.31,48.28,-28.69,7.75,18.67
Harsh Braking,0,28.16,37.67,42.52,74.66,-0.13,82.56,38.08
Harsh Braking,0,38.54,43.45,48.02,79.44,-15.36,96.36,42.91
Harsh Braking,0,28.92,36.58,41.57,64.85,1.63,47.68,35.2
Harsh Braking,0,32.23,39.61,45.52,63.96,-6.39,48.89,50.33
Deep Discharge Warning,1,48.63,67.54,73.35,46.16,-34.64,4.08,3.97
Low SoC,1,37.88,48.17,53.4,47.19,-39.86,8.15,1.43
Battery Under Voltage,1,46.69,64.44,67.88,44.64,-41.75,5.66,11.22
Deep Discharge Warning,1,47.46,58.19,66.6,46.4,-40.18,0.81,12.39
Harsh Acceleration,0,24.29,32.13,30.55,65.28,-16.87,48.89,45.21
Thermal Overheat Surge,1,39.6,51.26,71.75,43.12,-53.76,0.26,33.03
Harsh Acceleration,0,35.76,41.7,45.93,79.99,-19.9,97.6,10.21
Harsh Braking,0,32.67,40.96,45.67,76.74,-16.22,87.79,21.86
Harsh Braking,0,32.87,37.05,43.4,73.01,-28.72,70.66,42.98
OverSpeed,0,25.9,30.12,38.59,74.99,-20.06,86.12,50.48
Consecutive Fast Charging,1,46.71,61.7,73.73,48.08,-31.47,9.06,8.94
Harsh Braking,0,38.6,47.1,51.69,68.68,-21.2,59.86,51.43
Harsh Cornering,0,25.8,28.72,39.91,65.76,3.54,43.99,15.16
Harsh Acceleration,0,22.85,28.42,40.94,64.42,-7.77,44.7,25.9
Harsh Acceleration,0,28.69,34.39,42.04,78.28,-12.39,94.57,20.99
Harsh Acceleration,0,35.98,41.94,52.56,64.67,-12.7,49.47,24.07
Harsh Acceleration,0,30.34,37.81,52.27,71.11,-2.24,63.18,36.76
Harsh Acceleration,0,30.17,38.1,47.47,75.88,-11.87,83.71,59.96
Low SoC,1,41.77,50.0,77.8,45.91,-24.78,4.32,2.1
Deep Discharge Warning,1,55.59,75.68,81.28,46.82,-55.55,6.32,8.91
Deep Discharge Warning,1,46.67,61.88,76.75,46.27,-53.36,2.15,9.04
Harsh Acceleration,0,27.69,33.72,34.99,75.14,-21.62,81.69,38.34
Low SoC,1,40.19,55.49,81.19,47.36,-43.72,7.0,17.24
Deep Discharge Warning,1,34.77,43.19,79.97,46.46,-40.03,13.85,12.84
Low SoC,1,39.23,50.02,64.19,48.39,-9.95,6.78,14.82
Consecutive Fast Charging,1,55.92,67.83,91.9,45.43,-43.14,2.61,55.19
